url,title,authors,source,published_date,updated_date,llm_used,status,error_message,article_text
https://www.nbcnews.com/politics/donald-trump/trump-engages-truth-social-diplomacy-iran-crisis-rcna214719,,,,,,N/A,error_scraping,Failed after 21.47s: Unterminated string starting at: line 2 column 19 (char 20),
