url,title,authors,source,published_date,updated_date,llm_used,status,error_message,article_text
https://www.nbcnews.com/politics/donald-trump/trump-engages-truth-social-diplomacy-iran-crisis-rcna214719,,,,,,N/A,error_scraping,Failed after 32.41s: No valid JSON structure found: line 1 column 1 (char 0),
