url,title,authors,source,published_date,modified_date,llm_used,status,error_message,article_text
https://www.cnn.com/world/live-news/israel-iran-conflict-us-trump-06-25-25-intl-hnk,Trump says US will meet Iran ‘next week’ as he maintains strikes destroyed nuclear sites,"Jessie Yeung, Angus Watson, Sophie Tanno, Maureen Chowdhury",CNN,2025-06-25T04:06:48.616Z,2025-06-26,gemini-2.0-flash,success,,"• Trump weighs in on intel: President Donald Trump disputed an early US intelligence report on the effectiveness of the US’s strikes on Iran over the weekend . He also said the US will meet with Iran “next week.” • Impacts on Iran’s nuclear sites: An Iranian official said the country’s nuclear installations were “badly damaged” following “repeated attacks” by Israel and the US. Additionally, an early US intelligence assessment found the US’s weekend strikes on three nuclear sites did not destroy the core components of Iran’s nuclear program and likely only set it back by months , according to sources briefed on the report. • Truce holding: A ceasefire between Iran and Israel appears to be holding Wednesday, despite both sides accusing the other of violating the truce in the hours immediately after it was announced."
