url,title,authors,source,published_date,modified_date,llm_used,status,error_message,article_text
https://www.nbcnews.com/politics/donald-trump/trump-engages-truth-social-diplomacy-iran-crisis-rcna214719,,,,,,N/A,error_scraping,Failed after 6.56s: Invalid control character at: line 2 column 1387 (char 1388),
