url,title,authors,source,published_date,modified_date,llm_used,status,error_message,article_text
https://www.aljazeera.com/news/liveblog/2025/6/26/live-israel-kills-over-80-in-gaza-3-killed-in-israeli-settler-attack,LIVE: Israel kills more than 80 in Gaza; 3 killed in Israeli settler attack,Alastair McCready,Al Jazeera,2025-06-26,2025-06-26,gemini-2.5-flash,success,,"Israel
arms unrelenting attacks on Gaza kill dozens as Israeli settler violence leaves three Palestinians dead in the occupied West Bank. Al Jazeera Live Follow Al Jazeera English:"
